iTOW,clkB,clkD,tAcc,fAcc,bag_t.secs,bag_t.nsecs
462718625,423726,516,3,418,1778833900,694443295
462718750,423790,516,3,421,1778833900,820049459
462718875,423855,516,3,421,1778833900,946403668
462719000,423919,516,3,419,1778833901,74590570
462719125,423984,516,3,420,1778833901,195387529
462719250,424048,516,3,420,1778833901,320633254
462719375,424113,516,3,420,1778833901,445437130
462719500,424177,516,3,421,1778833901,570100585
462719625,424241,516,3,420,1778833901,695238360
462719750,424306,516,3,420,1778833901,819320618
462719875,424370,516,3,420,1778833901,946426420
462720000,424435,516,3,419,1778833902,76592969
462720125,424499,516,3,419,1778833902,196246320
462720250,424564,516,3,419,1778833902,321675827
462720375,424628,516,3,419,1778833902,447471588
462720500,424693,516,3,419,1778833902,571389892
462720625,424757,516,3,416,1778833902,691401796
462720750,424822,516,3,414,1778833902,819599858
462720875,424886,516,3,414,1778833902,944975483
462721000,424951,516,3,414,1778833903,75974541
462721125,425015,516,3,414,1778833903,196415335
462721250,425080,516,3,422,1778833903,322009233
462721375,425144,516,3,423,1778833903,445435455
462721500,425209,516,3,428,1778833903,566420273
462721625,425273,516,3,430,1778833903,696266316
462721750,425338,516,3,432,1778833903,821378094
462721875,425402,516,3,434,1778833903,947287732
462722000,425466,516,3,432,1778833904,76152105
462722125,425531,516,3,433,1778833904,196210711
462722250,425595,516,3,435,1778833904,322102912
462722375,425660,516,3,435,1778833904,444171596
462722500,425725,516,3,439,1778833904,572551296
462722625,425789,516,3,444,1778833904,697075816
462722750,425854,516,3,446,1778833904,820552492
462722875,425918,516,3,445,1778833904,946216623
462723000,425983,516,3,444,1778833905,75110583
462723125,426047,516,3,445,1778833905,195667566
462723250,426112,516,3,445,1778833905,319780813
462723375,426176,516,3,446,1778833905,444487118
462723500,426241,516,3,446,1778833905,570069132
462723625,426305,516,3,446,1778833905,695003527
462723750,426370,516,3,447,1778833905,818516245
462723875,426434,516,3,446,1778833905,944368797
462724000,426499,516,3,441,1778833906,74508296
462724125,426563,516,3,442,1778833906,194668963
462724250,426628,516,3,442,1778833906,317531795
462724375,426692,516,3,441,1778833906,444264425
462724500,426757,516,3,440,1778833906,568478744
462724625,426821,516,3,440,1778833906,693639726
462724750,426886,516,3,440,1778833906,819242086
462724875,426950,516,3,441,1778833906,945447114
462725000,427015,516,3,442,1778833907,76477561
462725125,427079,516,3,442,1778833907,189979956
462725250,427144,516,3,443,1778833907,318522299
462725375,427208,516,3,443,1778833907,442779515
462725500,427273,516,3,443,1778833907,568509363
462725625,427337,516,3,442,1778833907,694610362
462725750,427402,516,3,442,1778833907,818296052
462725875,427466,516,3,441,1778833907,942605030
462726000,427531,516,3,441,1778833908,68633179
462726125,427595,516,3,441,1778833908,194360926
462726250,427660,516,3,440,1778833908,319567622
462726375,427724,516,3,433,1778833908,445192667
462726500,427789,516,3,433,1778833908,569090763
462726625,427853,516,3,433,1778833908,693491374
462726750,427918,516,3,428,1778833908,818116092
462726875,427983,516,3,425,1778833908,941311948
462727000,428047,516,3,422,1778833909,74113963
462727125,428112,516,3,420,1778833909,195613880
462727250,428176,516,3,419,1778833909,320104337
462727375,428241,516,3,417,1778833909,444256843
462727500,428305,516,3,415,1778833909,570429940
462727625,428370,516,3,414,1778833909,694887753
462727750,428434,516,3,413,1778833909,819534768
462727875,428499,516,3,413,1778833909,947329539
462728000,428563,516,3,412,1778833910,77351082
462728125,428628,516,3,412,1778833910,195518860
462728250,428692,516,3,413,1778833910,321585011
462728375,428757,516,3,413,1778833910,445596020
462728500,428821,516,3,414,1778833910,571462164
462728625,428886,516,3,413,1778833910,696539229
462728750,428950,516,3,413,1778833910,818492251
462728875,429015,516,3,413,1778833910,945546761
462729000,429079,516,3,412,1778833911,74725797
462729125,429144,516,3,413,1778833911,196202338
462729250,429208,516,3,413,1778833911,321619906
462729375,429273,516,3,413,1778833911,446488690
462729500,429338,516,3,413,1778833911,570247788
462729625,429402,516,3,414,1778833911,691646186
462729750,429467,516,3,420,1778833911,819330953
462729875,429531,516,3,424,1778833911,944485798
462730000,429596,516,3,422,1778833912,76557669
462730125,429660,516,3,422,1778833912,196465744
462730250,429725,516,3,422,1778833912,322227366
462730375,429789,516,3,423,1778833912,445533645
462730500,429854,516,3,420,1778833912,566489637
462730625,429918,516,3,419,1778833912,697549146
462730750,429983,516,3,418,1778833912,821242565
462730875,430047,516,3,417,1778833912,947370260
462731000,430112,516,3,417,1778833913,76648098
462731125,430176,516,3,417,1778833913,195526739
462731250,430241,516,3,417,1778833913,321271344
462731375,430305,516,3,418,1778833913,441550132
462731500,430370,516,3,422,1778833913,569151574
462731625,430434,516,3,422,1778833913,696329645
462731750,430499,516,3,420,1778833913,819642360
462731875,430564,516,3,419,1778833913,944159168
462732000,430628,516,3,420,1778833914,73629477
462732125,430693,516,3,423,1778833914,193528583
462732250,430757,516,3,424,1778833914,320012385
462732375,430822,516,3,425,1778833914,444654708
462732500,430886,516,3,422,1778833914,570470201
462732625,430951,516,3,429,1778833914,694832408
462732750,431015,516,3,432,1778833914,818345406
462732875,431080,516,3,436,1778833914,942490290
462733000,431144,516,3,437,1778833915,73687996
462733125,431209,516,3,437,1778833915,194682367
462733250,431273,516,3,440,1778833915,318473047
462733375,431338,516,3,440,1778833915,444678396
462733500,431403,516,3,438,1778833915,569556019
462733625,431467,516,3,433,1778833915,694787225
462733750,431532,516,3,434,1778833915,819892378
462733875,431596,516,3,433,1778833915,945657994
462734000,431661,516,3,435,1778833916,75286795
462734125,431725,516,3,436,1778833916,192300221
462734250,431790,516,3,436,1778833916,320476480
462734375,431854,516,3,436,1778833916,444450496
462734500,431919,516,3,436,1778833916,569914854
462734625,431984,516,3,436,1778833916,694528670
462734750,432048,516,3,437,1778833916,819605730
462734875,432113,516,3,437,1778833916,944318082
462735000,432177,516,3,437,1778833917,70097975
462735125,432242,516,3,437,1778833917,193641723
462735250,432306,516,3,437,1778833917,320502116
462735375,432371,517,3,437,1778833917,446558710
462735500,432436,517,3,438,1778833917,570250166
462735625,432500,517,3,438,1778833917,696708512
462735750,432565,517,3,438,1778833917,819493192
462735875,432629,516,3,438,1778833917,941993350
462736000,432694,517,3,438,1778833918,75349321
462736125,432758,516,3,438,1778833918,195165135
462736250,432823,516,3,439,1778833918,320450399
462736375,432887,516,3,440,1778833918,444999533
462736500,432952,516,3,441,1778833918,570008407
462736625,433017,516,3,441,1778833918,694538364
462736750,433081,517,3,440,1778833918,819368678
462736875,433146,517,3,440,1778833918,946357262
462737000,433210,516,3,442,1778833919,75070725
462737125,433275,516,3,445,1778833919,195267331
462737250,433339,516,3,446,1778833919,320030498
462737375,433404,517,3,453,1778833919,444480991
462737500,433468,517,3,457,1778833919,572389617
462737625,433533,517,3,458,1778833919,695257121
462737750,433598,517,3,460,1778833919,816925793
462737875,433662,517,3,462,1778833919,943555617
462738000,433727,517,3,462,1778833920,73341362
462738125,433791,516,3,462,1778833920,194288442
462738250,433856,517,3,463,1778833920,320297830
462738375,433920,517,3,464,1778833920,445105549
462738500,433985,517,3,465,1778833920,569985163
462738625,434050,517,3,466,1778833920,690574779
462738750,434114,517,3,467,1778833920,819383298
462738875,434179,517,3,467,1778833920,945216332
462739000,434243,516,3,468,1778833921,74441942
462739125,434308,516,3,469,1778833921,197084505
462739250,434372,517,3,469,1778833921,321000181
462739375,434437,517,3,471,1778833921,444531536
462739500,434502,516,3,470,1778833921,566306988
462739625,434566,516,3,472,1778833921,697241968
462739750,434631,516,3,473,1778833921,821512042
462739875,434695,516,3,473,1778833921,946619579
462740000,434760,516,3,473,1778833922,77384121
462740125,434824,516,3,473,1778833922,196286003
462740250,434889,516,3,474,1778833922,322224613
462740375,434953,516,3,475,1778833922,443477859
462740500,435018,517,3,475,1778833922,572232219
462740625,435083,516,3,478,1778833922,697278662
462740750,435147,517,3,479,1778833922,821889280
462740875,435212,517,3,482,1778833922,947048690
462741000,435276,516,3,481,1778833923,76303079
462741125,435341,517,3,481,1778833923,196676453
462741250,435405,517,3,482,1778833923,321543647
462741375,435470,517,3,482,1778833923,447110002
462741500,435534,517,3,482,1778833923,571548630
462741625,435599,517,3,482,1778833923,696996947
462741750,435664,517,3,481,1778833923,820274065
462741875,435728,517,3,482,1778833923,946376256
462742000,435793,517,3,482,1778833924,76266792
462742125,435857,517,3,482,1778833924,197144102
462742250,435922,517,3,481,1778833924,319982444
462742375,435986,517,3,482,1778833924,446632699
462742500,436051,517,3,485,1778833924,571792437
462742625,436116,517,3,489,1778833924,696394242
462742750,436180,517,3,490,1778833924,821221488
462742875,436245,517,3,491,1778833924,947700637
462743000,436310,517,4,493,1778833925,75451457
462743125,436374,517,4,495,1778833925,190245966
462743250,436439,517,4,496,1778833925,320305488
462743375,436503,516,4,497,1778833925,445107978
462743500,436568,516,4,500,1778833925,569972524
462743625,436632,517,4,501,1778833925,695524441
462743750,436697,517,4,501,1778833925,819298186
462743875,436761,516,4,503,1778833925,944214235
462744000,436826,517,4,504,1778833926,69032699
462744125,436891,517,4,504,1778833926,194122663
462744250,436955,517,4,506,1778833926,319887108
462744375,437020,517,4,506,1778833926,445064039
462744500,437085,517,4,506,1778833926,569465006
462744625,437149,517,4,506,1778833926,694401922
462744750,437214,517,4,508,1778833926,818397118
462744875,437278,517,4,509,1778833926,941494329
462745000,437343,517,4,510,1778833927,76179318
462745125,437407,517,4,511,1778833927,195663258
462745250,437472,517,4,512,1778833927,320368806
462745375,437537,517,4,514,1778833927,444393511
462745500,437601,517,4,515,1778833927,568571596
462745625,437666,517,4,515,1778833927,693021200
462745750,437730,517,4,514,1778833927,817762712
462745875,437795,517,4,514,1778833927,944546879
462746000,437859,517,4,514,1778833928,73609930
462746125,437924,517,4,514,1778833928,194392835
462746250,437989,517,4,514,1778833928,319338678
462746375,438053,517,4,514,1778833928,444394586
462746500,438118,517,4,515,1778833928,569583641
462746625,438182,517,4,515,1778833928,694381648
462746750,438247,516,4,518,1778833928,816283431
462746875,438312,517,4,522,1778833928,942385239
462747000,438376,517,4,525,1778833929,72786236
462747125,438441,517,4,525,1778833929,193417768
462747250,438505,517,4,527,1778833929,319215006
462747375,438570,517,4,528,1778833929,443677753
462747500,438635,517,4,528,1778833929,569733446
462747625,438699,517,4,528,1778833929,690281158
462747750,438764,517,4,526,1778833929,817497392
462747875,438828,517,4,527,1778833929,942377016
462748000,438893,517,4,526,1778833930,73269706
462748125,438958,517,4,526,1778833930,195117979
462748250,439022,517,4,526,1778833930,318690883
462748375,439087,517,4,525,1778833930,442556933
462748500,439151,517,4,526,1778833930,564351274
462748625,439216,517,4,526,1778833930,693715212
462748750,439281,517,4,530,1778833930,817409606
462748875,439345,517,4,532,1778833930,942282202
462749000,439410,517,4,532,1778833931,73553917
462749125,439474,517,4,533,1778833931,193336885
462749250,439539,517,4,533,1778833931,319362017
462749375,439604,517,4,533,1778833931,441412029
462749500,439668,517,4,533,1778833931,569072250
462749625,439733,517,4,529,1778833931,697057130
462749750,439797,517,4,525,1778833931,820194429
462749875,439862,516,4,523,1778833931,944693315
462750000,439926,517,4,523,1778833932,75315016
462750125,439991,517,4,523,1778833932,194707403
462750250,440055,517,4,523,1778833932,320704984
462750375,440120,517,4,524,1778833932,445576814
462750500,440185,517,4,524,1778833932,570385592
462750625,440249,517,4,523,1778833932,694478343
462750750,440314,517,4,524,1778833932,819732889
462750875,440378,517,4,524,1778833932,946646826
462751000,440443,517,4,524,1778833933,75687876
462751125,440507,517,4,523,1778833933,196306348
462751250,440572,517,4,523,1778833933,319797047
462751375,440637,517,4,522,1778833933,447574010
462751500,440701,517,4,521,1778833933,571491243
462751625,440766,517,4,521,1778833933,696499937
462751750,440830,517,4,521,1778833933,821485223
462751875,440895,517,4,519,1778833933,947652580
462752000,440959,516,4,517,1778833934,77167496
462752125,441024,516,4,516,1778833934,192219964
462752250,441088,517,4,516,1778833934,322077382
462752375,441153,517,4,514,1778833934,447162701
462752500,441218,517,4,515,1778833934,573646854
462752625,441282,516,4,515,1778833934,696535367
462752750,441347,516,4,513,1778833934,822235586
462752875,441411,516,4,511,1778833934,947414284
462753000,441476,516,4,509,1778833935,71588843
462753125,441540,516,4,511,1778833935,196588314
462753250,441605,516,4,513,1778833935,320231194
462753375,441669,516,4,512,1778833935,445277539
462753500,441734,516,4,513,1778833935,569680348
462753625,441799,516,4,514,1778833935,693755943
462753750,441863,516,4,515,1778833935,819292750
462753875,441928,516,4,515,1778833935,941481590
462754000,441992,516,4,512,1778833936,73734984
462754125,442057,516,4,511,1778833936,194745911
462754250,442121,516,4,510,1778833936,321584673
462754375,442186,516,4,512,1778833936,445145883
462754500,442250,516,4,511,1778833936,569564175
462754625,442315,516,4,510,1778833936,695134927
462754750,442379,516,4,510,1778833936,820640271
462754875,442444,516,4,511,1778833936,945492380
462755000,442508,516,4,510,1778833937,76673628
462755125,442573,516,4,507,1778833937,194207549
462755250,442638,516,4,511,1778833937,320437058
462755375,442702,516,4,513,1778833937,444706338
462755500,442767,516,4,515,1778833937,569886416
462755625,442831,516,4,516,1778833937,694814986
462755750,442896,516,4,514,1778833937,817335483
462755875,442960,516,4,514,1778833937,944590135
462756000,443025,516,4,513,1778833938,73713125
462756125,443089,516,4,516,1778833938,194213634
462756250,443154,516,4,516,1778833938,320072999
462756375,443219,517,4,516,1778833938,445257376
462756500,443283,517,4,517,1778833938,569580417
462756625,443348,517,4,519,1778833938,689653448
462756750,443412,517,4,520,1778833938,818635061
462756875,443477,517,4,520,1778833938,944332860
462757000,443541,517,4,519,1778833939,74638466
462757125,443606,516,4,520,1778833939,196571182
462757250,443670,516,4,520,1778833939,320378957
462757375,443735,516,4,517,1778833939,443463346
462757500,443799,516,4,516,1778833939,565710743
462757625,443864,516,4,511,1778833939,693588545
462757750,443929,516,4,508,1778833939,818357018
462757875,443993,516,4,507,1778833939,944557893
462758000,444058,516,4,507,1778833940,74175241
462758125,444122,516,4,508,1778833940,196637247
462758250,444187,516,4,505,1778833940,322470341
462758375,444251,516,4,505,1778833940,442865988
462758500,444316,516,4,503,1778833940,569805639
462758625,444380,516,4,505,1778833940,696166687
462758750,444445,517,4,504,1778833940,819627750
462758875,444509,516,4,503,1778833940,944799593
462759000,444574,516,4,503,1778833941,73795386
462759125,444639,517,4,501,1778833941,194438669
462759250,444703,516,4,498,1778833941,320676436
462759375,444768,517,4,494,1778833941,445660328
462759500,444832,516,4,491,1778833941,570068004
462759625,444897,516,4,488,1778833941,694595666
462759750,444961,516,4,489,1778833941,820033708
462759875,445026,516,4,489,1778833941,944668665
462760000,445090,516,4,487,1778833942,76661318
462760125,445155,516,4,486,1778833942,195550495
462760250,445219,516,4,482,1778833942,318315482
462760375,445284,516,4,480,1778833942,444757582
462760500,445348,516,4,480,1778833942,569337334
462760625,445413,516,4,482,1778833942,694445954
462760750,445478,516,4,484,1778833942,819549590
462760875,445542,516,4,482,1778833942,944651529
462761000,445607,516,4,483,1778833943,74364033
462761125,445671,516,4,483,1778833943,191210126
462761250,445736,516,4,482,1778833943,321281580
462761375,445800,516,4,481,1778833943,445411407
462761500,445865,516,4,481,1778833943,570493030
462761625,445929,516,4,482,1778833943,695500610
462761750,445994,516,4,480,1778833943,820243252
462761875,446058,516,4,479,1778833943,944651465
462762000,446123,516,4,478,1778833944,69928151
462762125,446187,516,4,479,1778833944,193626872
462762250,446252,516,4,479,1778833944,319234270
462762375,446317,516,4,477,1778833944,443711835
462762500,446381,516,4,477,1778833944,569972329
462762625,446446,516,4,477,1778833944,694266239
462762750,446510,516,4,477,1778833944,820263141
462762875,446575,516,4,477,1778833944,941683964
462763000,446639,516,4,477,1778833945,75531172
462763125,446704,516,4,477,1778833945,195688771
462763250,446768,516,4,477,1778833945,320541395
462763375,446833,516,4,476,1778833945,445721699
462763500,446897,516,4,478,1778833945,570571755
462763625,446962,516,4,478,1778833945,694460597
462763750,447026,516,4,479,1778833945,819434734
462763875,447091,516,4,480,1778833945,945464866
462764000,447156,517,4,479,1778833946,74664003
462764125,447220,516,4,481,1778833946,195266489
462764250,447285,516,4,481,1778833946,321340628
462764375,447349,516,4,482,1778833946,445790427
462764500,447414,516,4,482,1778833946,570855502
462764625,447478,516,4,483,1778833946,695447155
462764750,447543,517,4,483,1778833946,818456853
462764875,447607,516,4,483,1778833946,945257707
462765000,447672,517,4,485,1778833947,74543755
462765125,447736,517,4,484,1778833947,194177900
462765250,447801,517,4,484,1778833947,319435425
462765375,447866,517,4,484,1778833947,444463746
462765500,447930,516,4,484,1778833947,568680133
462765625,447995,517,4,484,1778833947,689075731
462765750,448059,517,4,485,1778833947,817635433
462765875,448124,517,4,484,1778833947,941764840
462766000,448188,517,4,485,1778833948,73080454
462766125,448253,516,4,485,1778833948,193776233
462766250,448317,516,4,485,1778833948,318840582
462766375,448382,517,4,485,1778833948,441674537
462766500,448447,517,4,485,1778833948,562773510
462766625,448511,517,4,486,1778833948,692123912
462766750,448576,517,4,485,1778833948,817480338
462766875,448640,516,4,484,1778833948,942679966
462767000,448705,517,4,485,1778833949,73298532
462767125,448769,516,4,485,1778833949,192467992
462767250,448834,516,4,486,1778833949,319168074
462767375,448898,516,4,486,1778833949,440300866
462767500,448963,516,4,486,1778833949,570153478
462767625,449027,516,4,485,1778833949,694428120
462767750,449092,516,4,484,1778833949,818446728
462767875,449156,516,4,483,1778833949,941751248
462768000,449221,516,4,484,1778833950,71780392
462768125,449285,516,4,484,1778833950,193340793
462768250,449350,516,4,483,1778833950,319972339
462768375,449415,516,4,482,1778833950,442648664
462768500,449479,516,4,481,1778833950,568519786
462768625,449544,516,4,481,1778833950,692793052
462768750,449608,516,4,481,1778833950,817571448
462768875,449673,516,4,481,1778833950,941799004
462769000,449737,516,4,482,1778833951,73178439
462769125,449802,516,4,482,1778833951,195498087
462769250,449866,516,4,482,1778833951,317473259
462769375,449931,516,4,483,1778833951,443647429
462769500,449995,516,4,484,1778833951,568197575
462769625,450060,516,4,483,1778833951,692750479
462769750,450124,516,4,484,1778833951,817665295
462769875,450189,516,4,484,1778833951,943555609
462770000,450253,516,4,483,1778833952,75043635
462770125,450318,516,4,483,1778833952,189615714
462770250,450382,516,4,483,1778833952,319316137
462770375,450447,516,4,482,1778833952,443588194
462770500,450511,516,4,482,1778833952,569078484
462770625,450576,516,4,482,1778833952,693782208
462770750,450640,516,4,482,1778833952,817654585
462770875,450705,516,4,482,1778833952,942110820
462771000,450769,516,4,482,1778833953,68188674
462771125,450834,516,4,482,1778833953,192692257
462771250,450898,516,4,482,1778833953,319211473
462771375,450963,516,4,482,1778833953,443734523
462771500,451028,516,4,481,1778833953,568367183
462771625,451092,516,4,480,1778833953,692545377
462771750,451157,516,4,479,1778833953,817435782
462771875,451221,516,4,479,1778833953,939938405
462772000,451286,516,4,481,1778833954,72763012
462772125,451350,516,4,481,1778833954,193391467
462772250,451415,516,4,481,1778833954,319541557
462772375,451479,516,4,481,1778833954,442833343
462772500,451544,516,4,482,1778833954,569666576
462772625,451608,516,4,482,1778833954,693452347
462772750,451673,516,4,483,1778833954,817809458
462772875,451737,516,4,484,1778833954,944624288
462773000,451802,516,4,483,1778833955,74172415
462773125,451866,516,4,483,1778833955,193219987
462773250,451931,516,4,483,1778833955,319354603
462773375,451995,516,4,483,1778833955,443511040
462773500,452060,516,4,483,1778833955,569942154
462773625,452124,516,4,483,1778833955,693767380
462773750,452189,516,4,483,1778833955,815559145
462773875,452253,516,4,483,1778833955,942355976
462774000,452318,516,4,482,1778833956,72262946
462774125,452382,516,4,482,1778833956,193229640
462774250,452447,516,4,481,1778833956,319453009
462774375,452511,516,4,481,1778833956,444703907
462774500,452576,516,4,480,1778833956,568548682
462774625,452640,516,4,481,1778833956,689241027
462774750,452705,516,4,481,1778833956,817437333
462774875,452770,516,4,481,1778833956,943639863
462775000,452834,516,4,482,1778833957,75210858
462775125,452899,516,4,483,1778833957,194631791
462775250,452963,516,4,483,1778833957,320435495
462775375,453028,516,4,483,1778833957,444515382
462775500,453092,516,4,483,1778833957,564288543
462775625,453157,516,4,483,1778833957,693731974
462775750,453221,516,4,482,1778833957,818321568
462775875,453286,516,4,483,1778833957,944592763
462776000,453350,516,4,484,1778833958,73483361
462776125,453415,516,4,485,1778833958,192544513
462776250,453479,516,4,485,1778833958,318224516
462776375,453544,516,4,485,1778833958,439988739
462776500,453608,516,4,486,1778833958,568250360
462776625,453673,516,4,486,1778833958,693562262
462776750,453737,516,4,486,1778833958,817167654
462776875,453802,516,4,487,1778833958,941533009
462777000,453866,516,4,487,1778833959,70723552
462777125,453931,516,4,487,1778833959,193581607
462777250,453995,516,4,487,1778833959,317766770
462777375,454060,516,4,487,1778833959,442118292
462777500,454124,516,4,488,1778833959,569442158
462777625,454189,516,4,490,1778833959,691927828
462777750,454253,516,4,492,1778833959,817489510
462777875,454318,516,4,491,1778833959,941673890
462778000,454383,516,4,490,1778833960,73106817
462778125,454447,516,4,491,1778833960,193767608
462778250,454512,516,4,491,1778833960,317674222
462778375,454576,516,4,491,1778833960,442735834
462778500,454641,516,4,492,1778833960,568445172
462778625,454705,516,4,490,1778833960,692726314
462778750,454769,516,4,490,1778833960,817620529
462778875,454834,516,4,489,1778833960,942274622
